UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
BURGLARY-RESIDENCE,090121139,01/12/2009,139 E LAKE TER SE,608,Kirkwood,O,33.74871,-84.31437,
BURGLARY-RESIDENCE,090121138,01/12/2009,110 DOGWOOD DR NW,109,Collier Heights,I,33.78198,-84.49429,
BURGLARY-RESIDENCE,090120779,01/12/2009,99 DAHLIA AVE NW,104,Dixie Hills,J,33.75549,-84.46194,
BURGLARY-RESIDENCE,090121257,01/12/2009,801 BOLTON RD NW,110,Fairburn Heights,H,33.77725,-84.50109,
BURGLARY-RESIDENCE,090120893,01/12/2009,391 YONKERS AVE NW,105,Grove Park,J,33.76596,-84.4548,
BURGLARY-RESIDENCE,090121602,01/12/2009,2122 LENOX PARK CIR NE,204,Pine Hills,B,33.84764,-84.34874,
BURGLARY-RESIDENCE,090121754,01/12/2009,3049 COLLIER DR,109,Collier Heights,I,33.76418,-84.48647,
BURGLARY-RESIDENCE,090121843,01/12/2009,623 MEAD ST SE,304,Grant Park,W,33.72741,-84.36711,
BURGLARY-RESIDENCE,090121978,01/12/2009,401 17TH ST NW,501,Atlantic Station,E,33.7899,-84.40265,
BURGLARY-RESIDENCE,090121919,01/12/2009,3831 N CAMP CREEK PKWY SW,410,Deerwood,P,33.67578,-84.51363,
BURGLARY-RESIDENCE,090122072,01/12/2009,1338 POLLARD DR SW,407,Adams Park,R,33.7195,-84.45608,
BURGLARY-RESIDENCE,090120646,01/12/2009,1104 OAKLAND DR SW,403,Oakland City,S,33.72484,-84.42711,
BURGLARY-RESIDENCE,090121578,01/12/2009,2950 SPRINGDALE RD SW,308,Hammond Park,X,33.67479,-84.41619,
BURGLARY-RESIDENCE,090120724,01/12/2009,1123 ARLINGTON AVE,403,Oakland City,S,33.72448,-84.4246,
ROBBERY-PEDESTRIAN,090121756,01/12/2009,193 HENDRIX AVE SW,301 ,Mechanicsville,V,33.73255,-84.39433,
ROBBERY-PEDESTRIAN,090120246,01/12/2009,2591 ETHERIDGE DR NW,106,Carey Park,G,33.7881,-84.47292,
ROBBERY-PEDESTRIAN,090120470,01/12/2009,1818 MADRONA ST NW,108,Atlanta Industrial Park,G,33.80229,-84.49686,
ROBBERY-COMMERCIAL,090120485,01/12/2009,1203 COLLIER RD NW,208,,C,33.81163,-84.42536,
ROBBERY-PEDESTRIAN,090121520,01/12/2009,3006 DELMAR LN NW,412,,I,33.75524,-84.48543,
ROBBERY-PEDESTRIAN,090121295,01/12/2009,PHOENIX PARK III,304,Grant Park,W,33.73871,-84.38051,
ROBBERY-PEDESTRIAN,090120759,01/12/2009,1184 DEKALB AVE NE,605,Inman Park,N,33.76023,-84.34917,
ROBBERY-PEDESTRIAN,090121918,01/12/2009,641 HANDLEY AVE SW,411,Westwood Terrace,I,33.7377,-84.45648,
ROBBERY-COMMERCIAL,090120501,01/12/2009,3465 BUCKHEAD LOOP,203,North Buckhead,B,33.85134,-84.36336,
AGG ASSAULT,090120661,01/12/2009,600 GREENSFERRY AVE SW,107,The Villages at Castleberry Hill,T,33.74662,-84.40755,
AGG ASSAULT,090120096,01/12/2009,PEEPLES ST SW / SPARKS ST SW,403,Oakland City,S,33.72772,-84.42234,
AGG ASSAULT,090122051,01/12/2009,356 BOULEVARD NE,510,Old Fourth Ward,M,33.76421,-84.37206,
BURGLARY-RESIDENCE,090121660,01/12/2009,879 HOLLYWOOD RD NW,105,Grove Park,J,33.77907,-84.45429,
BURGLARY-RESIDENCE,090122052,01/12/2009,532 CLEVELAND AVE SW,309,Hammond Park,X,33.68116,-84.4059,
BURGLARY-RESIDENCE,090110497,01/11/2009,369 MCDANIEL ST SW,107,The Villages at Castleberry Hill,T,33.74505,-84.40523,
BURGLARY-RESIDENCE,090110022,01/11/2009,3041 LANDRUM DR SW,407,Southwest,R,33.70649,-84.48782,
BURGLARY-RESIDENCE,090110020,01/11/2009,1940 FISHER RD SE,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
BURGLARY-RESIDENCE,090110587,01/11/2009,126 ADAIR AVE SE;,306,Lakewood Heights,Y,33.70639,-84.38405,
BURGLARY-RESIDENCE,090111128,01/11/2009,470 MONUMENT AVE SE,610,East Atlanta,W,33.74119,-84.34115,
BURGLARY-RESIDENCE,090110874,01/11/2009,2436 ANTWERP DRIVE,307,Browns Mill Park,Z,33.68795,-84.38488,
BURGLARY-RESIDENCE,090111167,01/11/2009,1391 KENILWORTH DR SW,406,Venetian Hills,S,33.71704,-84.43444,
BURGLARY-RESIDENCE,090110577,01/11/2009,3136 LOVELL DR SW,407,Southwest,R,33.70595,-84.49153,
BURGLARY-RESIDENCE,090111160,01/11/2009,721 MARTIN ST SE,302,Summerhill,V,33.73493,-84.38436,
BURGLARY-RESIDENCE,090111219,01/11/2009,386 PARKWAY DR NE,510,Old Fourth Ward,M,33.76504,-84.37362,
BURGLARY-RESIDENCE,090110959,01/11/2009,121 DAHLIA AVE NW,104,Dixie Hills,J,33.75666,-84.46193,
BURGLARY-RESIDENCE,090110849,01/11/2009,421 ALTOONA PL SW,402,Westview,T,33.74374,-84.43538,
BURGLARY-RESIDENCE,090110716,01/11/2009,1381 EUCLID AVE NE,605,Candler Park,N,33.77036,-84.34245,
BURGLARY-RESIDENCE,090110851,01/11/2009,762 COOPER ST SW,301,Mechanicsville,V,33.73411,-84.3969,
AGG ASSAULT,090110362,01/11/2009,254 PEACHTREE ST,508,Downtown,M,33.74805,-84.39517,
AGG ASSAULT,090111190,01/11/2009,1517 S GORDON ST SW,402,Westview,T,33.73983,-84.4373,
AGG ASSAULT,090111318,01/11/2009,521 NORTH AVE NE,511,Old Fourth Ward,M,33.77088,-84.37009,
AGG ASSAULT,090110433,01/11/2009,3000 CONTINENTAL COLONY PKWY SW,408,Greenbriar,R,33.68077,-84.4937,
AGG ASSAULT,090110915,01/11/2009,2909 CAMPBELLTON RD SW,407,Southwest,R,33.69869,-84.48265,
ROBBERY-COMMERCIAL,090111097,01/11/2009,495 MORELAND AVE SE;,609,Ormewood Park,W,33.74062,-84.34966,
ROBBERY-PEDESTRIAN,090111415,01/11/2009,608 GRIFFIN ST NW,111,English Avenue,L,33.77122,-84.4113,
ROBBERY-PEDESTRIAN,090110157,01/11/2009,1355 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.76362,-84.43178,
ROBBERY-PEDESTRIAN,090110818,01/11/2009,455 NORTH AVE,510,Old Fourth Ward,M,33.77066,-84.37225,
ROBBERY-PEDESTRIAN,090110868,01/11/2009,128 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.71883,-84.38381,
ROBBERY-PEDESTRIAN,090110943,01/11/2009,50 CLEVELAND AVE SE,307,Glenrose Heights,Z,33.68064,-84.39034,
ROBBERY-PEDESTRIAN,090111404,01/11/2009,50 LOWER ALABAMA ST,508,Downtown,M,33.75194,-84.38964,
ROBBERY-PEDESTRIAN,090110341,01/11/2009,460 THOMASVILLE BLVD SE,611,Thomasville Heights,Z,33.70602,-84.35939,
ROBBERY-PEDESTRIAN,090102049,01/11/2009,1576 JOSEPH E BOONE BLVD NW,104,West Lake,J,33.76331,-84.43914,
ROBBERY-PEDESTRIAN,090110993,01/11/2009,150 CLEVELAND AVE SW,309,Glenrose Heights,Z,33.68067,-84.39401,
ROBBERY-PEDESTRIAN,090111163,01/11/2009,1448 MACKLONE ST NE,607,Edgewood,O,33.75612,-84.34005,
ROBBERY-PEDESTRIAN,090111278,01/11/2009,751 FAIRBURN RD SW,413,Fairburn Mays,H,33.73454,-84.51059,
BURGLARY-RESIDENCE,090111436,01/11/2009,485 LUCKIE ST NW,506,Downtown,M,33.76741,-84.39599,
BURGLARY-RESIDENCE,090111375,01/11/2009,3219 WELLINGTON WALK SW,410,Princeton Lakes,P,33.66287,-84.5163,
BURGLARY-RESIDENCE,090111312,01/11/2009,1345 MAYSON TURNER RD NW,102,Bankhead,K,33.76552,-84.43003,
BURGLARY-RESIDENCE,090111282,01/11/2009,935 CONNALLY ST SE,302,Peoplestown,V,33.72898,-84.38148,
BURGLARY-NONRES,090110475,01/11/2009,3665 MARTIN L KING JR DR NW,413,Adamsville,H,33.7633,-84.50927,
BURGLARY-NONRES,090110571,01/11/2009,2498 DONALD LEE HOLLOWELL PKWY NW,104,Center Hill,J,33.77566,-84.46723,
BURGLARY-NONRES,090111193,01/11/2009,48 FORSYTH ST NW,506,Downtown,M,33.75594,-84.39048,
LARCENY-NON VEHICLE,090110542,01/11/2009,MORELAND AVE NE / CAROLINE ST NE,606,Reynoldstown,O,33.75844,-84.34919,
LARCENY-NON VEHICLE,090071293,01/11/2009,3040 HEADLAND DR,408,Greenbriar,R,33.68947,-84.48805,
LARCENY-NON VEHICLE,090101738,01/11/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090111185,01/11/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090111200,01/11/2009,825 MARTIN L KING JR DR NW,101,Vine City,L,33.75479,-84.41467,
LARCENY-NON VEHICLE,090111159,01/11/2009,3393 PEACHTREE RD NE @LENOX MALL,204,Lenox,B,33.84676,-84.36212,
BURGLARY-RESIDENCE,090110486,01/11/2009,1325 REDFORD DR SE,611,Rebel Valley Forest,Z,33.6877,-84.35483,
BURGLARY-RESIDENCE,090111329,01/11/2009,2591 ETHERIDGE DR NW,106,Carey Park,G,33.7881,-84.47292,
BURGLARY-RESIDENCE,090111211,01/11/2009,790 WELCH ST SW,303,Pittsburgh,V,33.73346,-84.40442,
LARCENY-FROM VEHICLE,090110559,01/11/2009,1517 RALPH D ABERNATHY BLVD SW,402,Westview,T,33.74284,-84.43709,
LARCENY-FROM VEHICLE,090110241,01/11/2009,438 EDGEWOOD AVE NE,510,Sweet Auburn,M,33.75454,-84.37329,
LARCENY-FROM VEHICLE,090101908,01/11/2009,NORTHSIDE DR/ JETT,111,English Avenue,L,33.76759,-84.40484,
LARCENY-FROM VEHICLE,090110927,01/11/2009,3400 STRATFORD RD NE,203,North Buckhead,B,33.84923,-84.36689,
LARCENY-FROM VEHICLE,090111287,01/11/2009,3956 CORNELL BLVD SW,413,Baker Hills,H,33.75866,-84.51679,
LARCENY-FROM VEHICLE,090111286,01/11/2009,400 MERRITTS AVE NE,510,Old Fourth Ward,M,33.76901,-84.37444,
LARCENY-FROM VEHICLE,090111319,01/11/2009,1858 GREYSTONE RD NW,207,Collier Hills,C,33.8063,-84.40719,
LARCENY-FROM VEHICLE,090110931,01/11/2009,255 COURTLAND ST NE @HILTON HOTEL,507,Downtown,M,33.76157,-84.38314,
LARCENY-FROM VEHICLE,090110854,01/11/2009,1081 GILBERT ST SE,609,Woodland Hills,W,33.7242,-84.35095,
LARCENY-FROM VEHICLE,090110046,01/11/2009,DARGAN PL SW / SELLS AVE SW,107,West End,T,33.74527,-84.42423,
LARCENY-FROM VEHICLE,090110735,01/11/2009,50 MORELAND AVE SE,607,Edgewood,O,33.75219,-84.34888,
LARCENY-FROM VEHICLE,090110254,01/11/2009,298 SCIPLE TER NW,101,Vine City,L,33.76281,-84.41541,
LARCENY-FROM VEHICLE,090110581,01/11/2009,437 MEMORIAL DR SE,304,Grant Park,W,33.7466,-84.37318,
LARCENY-FROM VEHICLE,090110772,01/11/2009,400 W PEACHTREE ST NW,506,Downtown,M,33.76614,-84.3876,
LARCENY-NON VEHICLE,090111010,01/11/2009,1599 LAKEWOOD AVE SE,306,South Atlanta,Y,33.71057,-84.38032,
LARCENY-FROM VEHICLE,090111254,01/11/2009,3725 PRINCETON LAKES   SW,410,Princeton Lakes,P,33.6581,-84.50655,
LARCENY-FROM VEHICLE,090111293,01/11/2009,751 FAIRBURN RD SW,413,Fairburn Mays,H,33.73454,-84.51059,
LARCENY-FROM VEHICLE,090110911,01/11/2009,2471 FAIRBURN RD SW,410,,P,33.68737,-84.51215,
LARCENY-FROM VEHICLE,090111270,01/11/2009,445 CLEVELAND AVE SE,309,Rosedale Heights,Z,33.68149,-84.37152,
LARCENY-FROM VEHICLE,090110071,01/11/2009,750 PRINCE PL NW,104,Center Hill,J,33.77582,-84.4669,
LARCENY-FROM VEHICLE,090110575,01/11/2009,150 CARNEGIE WAY,506,Downtown,M,33.75832,-84.38905,
LARCENY-FROM VEHICLE,090110318,01/11/2009,303 GRANT PARK PL SE,304,Grant Park,W,33.73242,-84.37779,
LARCENY-NON VEHICLE,090110843,01/11/2009,153 HARWELL RD NW,413,Adamsville,H,33.75788,-84.49518,
LARCENY-NON VEHICLE,090110961,01/11/2009,1860 SANDTOWN RD SW,406,Venetian Hills,S,33.71833,-84.44879,
LARCENY-NON VEHICLE,090110249,01/11/2009,1871 PLAZA LN SW,408,Campbellton Road,R,33.70518,-84.45336,
LARCENY-NON VEHICLE,090110321,01/11/2009,3460 JONESBORO RD SE,310,South River Gardens,Z,33.66203,-84.37036,
LARCENY-NON VEHICLE,090110759,01/11/2009,485 FLAT SHOALS AVE SE,610,East Atlanta,W,33.74073,-84.34646,
LARCENY-NON VEHICLE,090111304,01/11/2009,925 CANTERBURY RD NE,204,Pine Hills,B,33.8278,-84.3563,
LARCENY-NON VEHICLE,090118016,01/11/2009,DCP @7062 SPINE RD,703,,,33.64068,-84.44204,
AUTO THEFT,090110601,01/11/2009,500 NORTHSIDE CIR NW,210,Loring Heights,E,33.79724,-84.40668,
AUTO THEFT,090110738,01/11/2009,SIMPSON ST NW / WILLIAMS ST NW,507,Downtown,M,33.76329,-84.39054,
AUTO THEFT,090110636,01/11/2009,1758 EMERALD AVE SW,402,Westview,T,33.7419,-84.44555,
AUTO THEFT,090111522,01/11/2009,16 VANIRA AVE SE,302,Peoplestown,V,33.72951,-84.38735,
AUTO THEFT,090110972,01/11/2009,370 NORTHSIDE DR NW,111,English Avenue,L,33.76507,-84.4042,
AUTO THEFT,090110253,01/11/2009,2766 VINEYARDS DR SE,309,Rosedale Heights,Z,33.67887,-84.37034,
AUTO THEFT,090110727,01/11/2009,800 PEACHTREE ST NE,503,Midtown,E,33.77659,-84.38459,
AUTO THEFT,090111061,01/11/2009,314 ELMIRA PL NE,605,Candler Park,N,33.76294,-84.34719,
AUTO THEFT,090111112,01/11/2009,320 ELMIRA PL NE,605,Candler Park,N,33.76306,-84.34723,
AUTO THEFT,090110802,01/11/2009,215 NORTH AVE NE,510,Old Fourth Ward,M,33.77117,-84.38025,
AUTO THEFT,090110631,01/11/2009,680 DARLINGTON RD NE,206,Peachtree Park,B,33.83399,-84.36527,
AUTO THEFT,090110511,01/11/2009,1719 HADLOCK ST SW,406,,R,33.7086,-84.44653,
AUTO THEFT,090110686,01/11/2009,505 PHARR RD NE,206,Garden Hills,B,33.83653,-84.37167,
AUTO THEFT,090110124,01/11/2009,1839 CAMPBELLTON RD SW,406,Venetian Hills,S,33.70987,-84.44893,
AUTO THEFT,090110091,01/11/2009,2760 COLLIER DR NW,109,Collier Heights,I,33.7636,-84.47808,
AUTO THEFT,090111525,01/11/2009,415 FAIRBURN RD SW,413,Fairburn Mays,H,33.74349,-84.50968,
AUTO THEFT,090100369,01/10/2009,2239 CHESHIRE BRIDGE RD NE,601,Lindridge/Martin Manor,F,33.81617,-84.35215,
AUTO THEFT,090100628,01/10/2009,1023 HIGHTOWER RD NW,106,Carey Park,G,33.78268,-84.47317,
AUTO THEFT,090092026,01/10/2009,1132 WEST PEACHTREE STREET,502,Channing Valley,C,33.80509,-84.41043,
AUTO THEFT,090101815,01/10/2009,291 HAMILTON E HOLMES DR NW,104,Center Hill,J,33.763,-84.46921,
AUTO THEFT,090100386,01/10/2009,464 MCAFEE ST NW;,506,Downtown,M,33.7659,-84.39468,
AUTO THEFT,090100775,01/10/2009,765 MCDANIEL ST SW,303,Pittsburgh,V,33.73396,-84.40177,
AUTO THEFT,090100920,01/10/2009,2175 LENOX RD NE,601,Lindridge/Martin Manor,F,33.81394,-84.35152,
AUTO THEFT,090101006,01/10/2009,LOS ANGELES AVE NE / LANIER BLVD NE,603,Virginia Highland,F,33.78328,-84.35274,
AUTO THEFT,090101800,01/10/2009,218 NATHAN RD SW,413,Adamsville,H,33.75075,-84.50137,
AUTO THEFT,090101821,01/10/2009,2233 BOLTON RD NW,209,Bolton,D,33.81664,-84.46485,
AUTO THEFT,090101742,01/10/2009,304 SKIPPER PL NW,109,Collier Heights,I,33.7822,-84.4931,
AUTO THEFT,090100303,01/10/2009,3450 BENJAMIN E MAYS DR SW @MAYS HIGH,413,Mays,H,33.73364,-84.50386,
AUTO THEFT,090100135,01/10/2009,234 MERRITTS AVE NW;,506,Downtown,M,33.76878,-84.39421,
LARCENY-NON VEHICLE,090101309,01/10/2009,3450 BENJAMIN E MAYS DR SW @MAYS HIGH,413,Mays,H,33.73364,-84.50386,
LARCENY-NON VEHICLE,090108025,01/10/2009,12700 SPINE RD,703,,,33.64065,-84.42541,
LARCENY-NON VEHICLE,090101943,01/10/2009,138 CITYLANE AVE NE,510,Old Fourth Ward,M,33.77039,-84.37844,
LARCENY-NON VEHICLE,090100984,01/10/2009,963 PIEDMONT AVE NE,502,Midtown,E,33.78084,-84.38061,
LARCENY-NON VEHICLE,090101312,01/10/2009,1560 METROPOLITAN PKWY SW,311,Sylvan Hills,X,33.71194,-84.40422,
LARCENY-NON VEHICLE,090101591,01/10/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090101187,01/10/2009,3650 JONESBORO RD SE,310,South River Gardens,Z,33.6558,-84.36612,
LARCENY-NON VEHICLE,090100801,01/10/2009,3393 PEACHTREE RD NE @LENOX MALL,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090100483,01/10/2009,921 HOWELL MILL RD NW,501,Home Park,E,33.78016,-84.41015,
LARCENY-FROM VEHICLE,090100671,01/10/2009,2891 SPRINGDALE RD SW,308,Hammond Park,X,33.67628,-84.41592,
LARCENY-FROM VEHICLE,090100489,01/10/2009,1175 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73893,-84.42634,
LARCENY-FROM VEHICLE,090100615,01/10/2009,1973 HOLLYWOOD DR NW,105,Grove Park,J,33.78256,-84.45412,
LARCENY-FROM VEHICLE,090100445,01/10/2009,2950 SPRINGDALE RD SW,308,Hammond Park,X,33.67479,-84.41619,
LARCENY-FROM VEHICLE,090100605,01/10/2009,1317 THURGOOD ST,103,Mozley Park,K,33.753,-84.43059,
LARCENY-FROM VEHICLE,090100987,01/10/2009,419 WHITEHALL ST SW;,508,Castleberry Hill,M,33.74504,-84.40193,
LARCENY-FROM VEHICLE,090101294,01/10/2009,888 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73799,-84.41772,
LARCENY-FROM VEHICLE,090100366,01/10/2009,423 SINCLAIR AVE NE,604,Inman Park,N,33.76583,-84.35231,
LARCENY-FROM VEHICLE,090101981,01/10/2009,1066 PIEDMONT AVE NE,502,Midtown,E,33.78371,-84.37937,
LARCENY-NON VEHICLE,090100095,01/10/2009,183 SISSON AVE NE;,607,Kirkwood,O,33.75772,-84.31456,
LARCENY-NON VEHICLE,090100598,01/10/2009,231 PEACHTREE ST NE,507,Downtown,M,33.76045,-84.38746,
LARCENY-NON VEHICLE,090101724,01/10/2009,3459 BUCKHEAD LOOP NE,203,North Buckhead,B,33.85119,-84.36313,
LARCENY-NON VEHICLE,090100209,01/10/2009,50 UPPER ALABAMA,509,Downtown,M,33.75194,-84.38964,
LARCENY-NON VEHICLE,090100737,01/10/2009,3050 MARTIN L KING DR,412,Harland Terrace,I,33.75177,-84.4857,
LARCENY-FROM VEHICLE,090100263,01/10/2009,3628 GINNIS RD SW,413,Fairburn Mays,H,33.73151,-84.51253,
LARCENY-FROM VEHICLE,090100075,01/10/2009,936 VIRGINIA AVE NE,603,Virginia Highland,F,33.78252,-84.35674,
LARCENY-FROM VEHICLE,090092077,01/10/2009,2184 CHESHIRE BRIDGE RD NE,602,Lindridge/Martin Manor,F,33.8145,-84.35375,
LARCENY-FROM VEHICLE,090100029,01/10/2009,1008 BRADY AVE NW,501,Home Park,E,33.78251,-84.41436,
LARCENY-FROM VEHICLE,090100844,01/10/2009,1409 PEACHTREE ST NE,504,Midtown,E,33.79356,-84.38609,
LARCENY-FROM VEHICLE,090100520,01/10/2009,222 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74783,-84.35058,
LARCENY-FROM VEHICLE,090100566,01/10/2009,100 LUCKIE ST NW,506,Downtown,M,33.7573,-84.38992,
LARCENY-FROM VEHICLE,090100621,01/10/2009,342 SCHOEN ST SE,306,Lakewood Heights,Y,33.70398,-84.37585,
LARCENY-FROM VEHICLE,090100517,01/10/2009,3250 KINGSDALE DR SW,411,Magnum Manor,I,33.72202,-84.49486,
LARCENY-FROM VEHICLE,090100578,01/10/2009,931 MONROE PL NE,602,Piedmont Heights,F,33.8094,-84.37049,
LARCENY-FROM VEHICLE,090101249,01/10/2009,130 MARTIN L KING JR DR,508,Downtown,M,33.75207,-84.39214,
LARCENY-FROM VEHICLE,090100955,01/10/2009,1090 HOLLYWOOD RD NW,106,Almond Park,G,33.78459,-84.46085,
LARCENY-FROM VEHICLE,090101036,01/10/2009,2549 PIEDMONT RD NE,204,Lindbergh/Morosgo,B,33.82555,-84.36311,
LARCENY-FROM VEHICLE,090102062,01/10/2009,105 CANDLELIGHT LN SW,413,Baker Hills,H,33.7571,-84.51956,
LARCENY-FROM VEHICLE,090100975,01/10/2009,1319 LA FRANCE ST NE,607,Edgewood,O,33.76017,-84.34442,
LARCENY-FROM VEHICLE,090101004,01/10/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090101541,01/10/2009,3830 PRINCETON LAKES PKWY SW,410,Princeton Lakes,P,33.65696,-84.51113,
LARCENY-FROM VEHICLE,090101412,01/10/2009,600 PONCE DE LEON,505,Midtown,E,33.77376,-84.36722,
LARCENY-FROM VEHICLE,090101446,01/10/2009,1284 WEST PACES FERRY ROAD,202,West Paces Ferry/Northside,A,33.84876,-84.42951,
LARCENY-FROM VEHICLE,090101672,01/10/2009,149 ELECTRIC AVENUE,101,Polar Rock,Z,33.69704,-84.40469,
LARCENY-FROM VEHICLE,090101681,01/10/2009,3730 CARMIA DR SW,410,Princeton Lakes,P,33.6552,-84.51009,
LARCENY-FROM VEHICLE,090101927,01/10/2009,98 16TH ST NE,504,Virginia Highland,F,33.78466,-84.36984,
LARCENY-FROM VEHICLE,090101931,01/10/2009,764 MIAMI CIR NE,206,Lindbergh/Morosgo,B,33.83188,-84.36198,
LARCENY-FROM VEHICLE,090101802,01/10/2009,300 W WIEUCA RD NE,203,North Buckhead,B,33.87595,-84.37757,
LARCENY-FROM VEHICLE,090101731,01/10/2009,726 CITYSCAPE PLZ NE,510,Old Fourth Ward,M,33.77079,-84.37876,
LARCENY-FROM VEHICLE,090100147,01/10/2009,1093 WEST AVE SW,303,Pittsburgh,V,33.72494,-84.39593,
LARCENY-FROM VEHICLE,090100154,01/10/2009,VINE ST/RHODES,101,Vine City,L,33.7569,-84.40783,
BURGLARY-RESIDENCE,090101386,01/10/2009,2025 PEACHTREE RD NE,210,,E,33.80958,-84.39294,
BURGLARY-RESIDENCE,090101747,01/10/2009,274 LAND O LAKES CT NE,203,North Buckhead,B,33.85953,-84.37809,
BURGLARY-RESIDENCE,090100813,01/10/2009,49 BOULEVARD SE,510,Sweet Auburn,M,33.75275,-84.37186,
BURGLARY-NONRES,090100816,01/10/2009,2866 FORREST HILLS DR SW,309,Hammond Park,X,33.67725,-84.39889,
LARCENY-NON VEHICLE,090101069,01/10/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090101072,01/10/2009,306 AUBURN AVE NE,510,Sweet Auburn,M,33.75569,-84.37763,
LARCENY-NON VEHICLE,090100830,01/10/2009,3730 CARMIA DR SW,410,Princeton Lakes,P,33.6552,-84.51009,
LARCENY-NON VEHICLE,090101875,01/10/2009,1715 HOWELL MILL RD NW,208,Berkeley Park,D,33.80089,-84.4157,
LARCENY-NON VEHICLE,090101281,01/10/2009,950 W PEACHTREE ST NW,502,Midtown,E,33.7805,-84.38752,
LARCENY-NON VEHICLE,090101077,01/10/2009,1801 HOWELL MILL RD,108,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090100169,01/10/2009,2989 CAMPBELLTON RD SW,407,Southwest,R,33.69655,-84.48597,
LARCENY-NON VEHICLE,090101075,01/10/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090101384,01/10/2009,2900 PEACHTREE RD NW,205,Peachtree Heights West,B,33.83399,-84.3841,
LARCENY-NON VEHICLE,090100180,01/10/2009,902 DONALD LEE HOLLOWELL PKWY NW ; ONE IN CUSTODY,111,English Avenue,L,33.7728,-84.41689,
LARCENY-NON VEHICLE,090101271,01/10/2009,12 BROAD ST SW,506,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,090101202,01/10/2009,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276,
BURGLARY-NONRES,090100864,01/10/2009,1624 DONALD LEE HOLLOWELL PKWY,105,Grove Park,J,33.77219,-84.44091,
BURGLARY-NONRES,090100519,01/10/2009,3910 CAMPBELLTON RD SW,410,,P,33.69141,-84.51637,
BURGLARY-NONRES,090100254,01/10/2009,2232 CASCADE RD SW,407,Adams Park,R,33.72219,-84.46163,
BURGLARY-NONRES,090100632,01/10/2009,286 WILSON MILL RD SW @ADAMSVILLE ELEMENTA,413,Wisteria Gardens,H,33.7547,-84.51365,
BURGLARY-RESIDENCE,090100370,01/10/2009,2255 LENOX RD NE,601,Lindridge/Martin Manor,F,33.81631,-84.35188,
BURGLARY-RESIDENCE,090100450,01/10/2009,1684 STANTON RD SW,406,,R,33.70909,-84.44335,
BURGLARY-RESIDENCE,090100010,01/10/2009,901 BOLTON RD NW,110,Bankhead/Bolton,H,33.77948,-84.49901,
BURGLARY-RESIDENCE,090100418,01/10/2009,1940 FISHER RD SE,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
BURGLARY-RESIDENCE,090100681,01/10/2009,2121 BOLTON DR NW,209,Bolton,D,33.8156,-84.44074,
BURGLARY-RESIDENCE,090100866,01/10/2009,1186 HENRY THOMAS DR SE,611,Thomasville Heights,Z,33.70586,-84.35068,
BURGLARY-RESIDENCE,090100817,01/10/2009,520 MUSE ST SW,401,Westview,T,33.74095,-84.43335,
BURGLARY-RESIDENCE,090100802,01/10/2009,3390 FAIRBURN RD SW,410,Ben Hill,P,33.6639,-84.52377,
BURGLARY-RESIDENCE,090100536,01/10/2009,171 LOCUST ST NE,607,Kirkwood,O,33.75725,-84.32448,
BURGLARY-RESIDENCE,090100686,01/10/2009,118 JOHNSON RD NW,106,Grove Park,J,33.78406,-84.45084,
BURGLARY-RESIDENCE,090100785,01/10/2009,1327 LUCILE AVE SW,401,West End,T,33.7425,-84.43122,
ROBBERY-PEDESTRIAN,090100013,01/10/2009,1701 NORTHSIDE DR NW,210,Loring Heights,E,33.8013,-84.40591,
ROBBERY-PEDESTRIAN,090100654,01/10/2009,3900 CROWN RD SW,310,Blair Villa/Poole Creek,Z,33.64901,-84.39148,
HOMICIDE,090101367,01/10/2009,2909 CAMPBELLTON RD SW,407,Southwest,R,33.70149,-84.48109,
ROBBERY-PEDESTRIAN,090100117,01/10/2009,778 MAGNOLIA WAY NW,101,Vine City,L,33.75804,-84.41371,
ROBBERY-PEDESTRIAN,090101978,01/10/2009,415 FAIRBURN RD SW,413,Fairburn Mays,H,33.74349,-84.50968,
